source,target
CD34_progenitor,"splenic metallophillic macrophage:splenic marginal zone macrophage:marginal zone B cell:mesenchymal stem cell of abdominal adipose:|||:megakaryocyte-erythroid progenitor cell:conventional dendritic cell:endothelial cell of lymphatic vessel:retinal ganglion cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mast cell progenitor:pro-B cell:pro-T cell:common myeloid progenitor:|||:lymphoid lineage restricted progenitor cell:myeloid lineage restricted progenitor cell:hematopoietic lineage restricted progenitor cell:Kit-positive macrophage dendritic cell progenitor"
Ciliated,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:granulocyte monocyte progenitor cell:pericyte cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:ciliated cell:multi-ciliated epithelial cell:cardioblast:ciliated olfactory receptor neuron:|||:club cell:single ciliated epithelial cell:ciliated columnar cell of tracheobronchial tree:ciliated cell of the bronchus"
DC_1,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:myeloid dendritic cell:pericyte cell:embryonic stem cell:granulocyte monocyte progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:conventional dendritic cell:plasmacytoid dendritic cell:dendritic epidermal T cell:ILC1:|||:liver CD103-negative dendritic cell:liver CD103-positive dendritic cell:small intestine serosal dendritic cell:common dendritic progenitor"
DC_2,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:neuronal stem cell:adult endothelial progenitor cell:pericyte cell:enterochromaffin-like cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasmacytoid dendritic cell:conventional dendritic cell:myeloid dendritic cell:dendritic epidermal T cell:|||:common dendritic progenitor:primary cultured cell:intrahepatic cholangiocyte:P enteroendocrine cell"
DC_Monocyte_Dividing,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:monocyte:CD14-positive monocyte:ionocyte:oenocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:odontocyte:corneocyte:CD14-positive, CD16-positive monocyte:CD14-positive, CD16-negative classical monocyte:|||:oncocyte:primordial germ cell:group 2 innate lymphoid cell, mouse:group 2 innate lymphoid cell"
DC_activated,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:granulocyte monocyte progenitor cell:conventional dendritic cell:myeloid dendritic cell:adult endothelial progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature microglial cell:mature astrocyte:induced T-regulatory cell:activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human:|||:activated CD4-positive, alpha-beta T cell, human:alternatively activated macrophage:activated CD8-positive, alpha-beta T cell:activated CD4-positive type I NK T cell"
DC_plasmacytoid,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:plasma cell:vascular associated smooth muscle cell:plasmatocyte:smooth muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasmacytoid dendritic cell:plasmacytoid dendritic cell, human:plasmablast:CD11c-low plasmacytoid dendritic cell:|||:thymic plasmacytoid dendritic cell:mature CD11c-negative plasmacytoid dendritic cell:immature CD11c-negative plasmacytoid dendritic cell:mature CD11c-low plasmacytoid dendritic cell"
Dendritic_Cells,"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:dendritic cell, human:dendritic cell:parafollicular cell:macrophage dendritic cell progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:liver dendritic cell:dermal dendritic cell:mature conventional dendritic cell:myeloid dendritic cell, human"
Epi_basal,"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:bronchioalveolar stem cell:eosinophil progenitor cell:embryonic stem cell:basophil progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epiblast cell:epidermoblast:basal cell:respiratory basal cell:|||:early T lineage precursor:adult endothelial progenitor cell:strial basal cell:limb basal cell of epidermis"
Epi_dividing,"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:eosinophil progenitor cell:embryonic stem cell:immature single positive thymocyte:megakaryocyte-erythroid progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:conventional dendritic cell:dendritic cell:epicardial adipocyte:myeloid dendritic cell:|||:common lymphoid progenitor:early T lineage precursor:adult endothelial progenitor cell:early lymphoid progenitor"
Epi_stratified,"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:type I pneumocyte:type II pneumocyte:CD4-positive, alpha-beta intraepithelial T cell:embryonic stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fenestrated cell:spermatid:stratified epithelial cell:hepatic pit cell:|||:stratified cuboidal epithelial cell:alpha-beta intraepithelial T cell:early T lineage precursor:adult endothelial progenitor cell"
Epi_suprabasal,"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:bronchioalveolar stem cell:enucleate erythrocyte:basophil progenitor cell:megakaryocyte-erythroid progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:respiratory basal cell:strial basal cell:epiblast cell:epidermoblast:|||:early lymphoid progenitor:adult endothelial progenitor cell:common lymphoid progenitor:eosinophil progenitor cell"
Epi_upper,"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:non-pigmented ciliary epithelial cell:eosinophil progenitor cell:embryonic stem cell:megakaryocyte-erythroid progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermoblast:myeloid suppressor cell:pituicyte:epidermal cell:|||:pigmented ciliary epithelial cell:common lymphoid progenitor:early lymphoid progenitor:sperm"
Fibroblast,fibroblast of lung:mesodermal cell:epithelial cell of lower respiratory tract:|||:fibroblast:ooblast:iridoblast:glioblast:|||:fibroblast:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:skin fibroblast:marrow fibroblast:fibroblast of arm:fibroblast of cardiac tissue
Glands_duct,"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:band form neutrophil:neuronal stem cell:eosinophil progenitor cell:plasmacytoid dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:granulocyte:garland cell:glioblast:melanocyte:|||:mucosal type mast cell:myeloid dendritic cell:conventional dendritic cell:lymph gland crystal cell"
Glands_mucous,"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:band form neutrophil:myeloid dendritic cell:multi-ciliated epithelial cell:neuronal stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:banded nucleus:mucus secreting cell:large luteal cell:glandular cell of esophagus:|||:mucosal type mast cell:oligodendrocyte:mesenchymal stem cell:mast cell progenitor"
ILC,"marginal zone B cell:mesodermal cell:splenic marginal zone macrophage:splenic metallophillic macrophage:|||:Langerhans cell:group 3 innate lymphoid cell:group 2 innate lymphoid cell:ILC1:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:alpha-beta intraepithelial T cell:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:interstitial cell of Cajal:CD4-positive, alpha-beta intraepithelial T cell:|||:band form neutrophil:oncocyte:band form basophil:neutrophil"
Lymph_vessel,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:mast cell progenitor:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:megakaryocyte progenitor cell:granulocyte monocyte progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:lymphocyte:common lymphoid progenitor:fibroblast of lymphatic vessel:B cell:|||:early lymphoid progenitor:hematopoietic multipotent progenitor cell:common myeloid progenitor, CD34-positive:macrophage dendritic cell progenitor"
Macrophage,splenic marginal zone macrophage:splenic metallophillic macrophage:marginal zone B cell:mesodermal cell:|||:macrophage:splenic macrophage:elicited macrophage:central nervous system macrophage:|||:macrophage:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:inflammatory macrophage:alternatively activated macrophage:tissue-resident macrophage:microglial cell
Macrophage_Dividing,"fibroblast of lung:mesodermal cell:epithelial cell of lower respiratory tract:|||:macrophage:inflammatory macrophage:alternatively activated macrophage:thymic macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:central nervous system macrophage:macrophage derived foam cell:elicited macrophage:microglial cell:|||:melanophage:macrophage dendritic cell progenitor:Kit-positive macrophage dendritic cell progenitor:mast cell progenitor"
Macrophage_MARCOneg,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:macrophage:inflammatory macrophage:alternatively activated macrophage:thymic macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multinucleated giant cell:central nervous system macrophage:elicited macrophage:tissue-resident macrophage:|||:pericyte cell:common myeloid progenitor, CD34-positive:common myeloid progenitor:melanophage"
Macrophage_MARCOpos,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:thymic macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multinucleated giant cell:central nervous system macrophage:elicited macrophage:Kupffer cell:|||:pericyte cell:melanophage:multi-ciliated epithelial cell:common myeloid progenitor, CD34-positive"
Mast_cell,"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:mast cell:T cell:mucosal type mast cell:fat cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-terminally differentiated cell:connective tissue type mast cell:basket cell:M cell of gut:|||:mast cell progenitor:interneuromast cell:Fc-epsilon RIalpha-low mast cell progenitor:type IV taste receptor cell"
Mast_cells,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:mast cell:mucosal type mast cell:T cell:connective tissue type mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-terminally differentiated cell:basket cell:fat cell:somatic cell:|||:interneuromast cell:mast cell progenitor:Fc-epsilon RIalpha-low mast cell progenitor:myofibroblast cell"
Mono_macro,"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:embryonic stem cell:neutrophil:eosinophil progenitor cell:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:monocyte:CD14-positive monocyte:autonomic neuron:mammosomatotroph:|||:lymph node macrophage:splenic marginal zone macrophage:mesenchymal stem cell:pericyte cell"
Monocyte,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:CD14-positive monocyte:monocyte:oenocyte:ionocyte:|||:monocyte:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primordial germ cell:oncocyte:oocyte:promonocyte"
Muscle_cells,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:muscle cell:cardiac muscle cell:endothelial cell of hepatic sinusoid:fast muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:red muscle cell:slow muscle cell:white muscle cell:type II muscle cell:|||:ureter smooth muscle cell:sphincter associated smooth muscle cell:kidney pelvis smooth muscle cell:arcuate artery smooth muscle cell"
NK,"fibroblast of lung:mesodermal cell:epithelial cell of lower respiratory tract:|||:pericyte cell:neuronal stem cell:pro-NK cell:granulocyte monocyte progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:immature natural killer cell:CD56-positive, CD161-positive immature natural killer cell, human:CD56-negative, CD161-positive immature natural killer cell, human:NK1.1-positive natural killer cell, mouse:|||:Ly49D-positive natural killer cell, mouse:CD4-positive type I NK T cell secreting interleukin-4:CD94-negative, Ly49CI-negative natural killer cell, mouse:CD94-positive natural killer cell, mouse"
NK_CD160pos,"mesenchymal stem cell of abdominal adipose:mesodermal cell:splenic metallophillic macrophage:marginal zone B cell:|||:conventional dendritic cell:immature single positive thymocyte:common dendritic progenitor:pro-NK cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD16-positive myeloid dendritic cell:CD14-positive, CD16-positive monocyte:CD14-positive, CD16-negative classical monocyte:endospore:|||:oligodendrocyte:immature CD16-positive myeloid dendritic cell:CD56-positive, CD161-positive immature natural killer cell, human:liver CD103-positive dendritic cell"
NK_Dividing,"fibroblast of lung:epithelial cell of lower respiratory tract:mesodermal cell:|||:adult endothelial progenitor cell:granulocyte monocyte progenitor cell:endothelial cell of lymphatic vessel:pro-NK cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:conventional dendritic cell:dendritic cell:myeloid dendritic cell:conidium:|||:type II pneumocyte:transitional myocyte of septal division of left branch of atrioventricular bundle:transitional myocyte of posterior division of left branch of atrioventricular bundle:myocardial endocrine cell of septal division of left branch of atrioventricular bundle"
NK_FCGR3Apos,"splenic marginal zone macrophage:splenic metallophillic macrophage:mesenchymal stem cell of abdominal adipose:marginal zone B cell:|||:endothelial cell of lymphatic vessel:basophil progenitor cell:pro-NK cell:oligodendrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:NKGA2-positive natural killer cell, mouse:anchoring trophoblast:pain receptor cell:fungal spore:|||:professional antigen presenting cell:neutrophil:mature neutrophil:pigmented ciliary epithelial cell"
NK_T_CD8_Cytotoxic,"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:eosinophil progenitor cell:common dendritic progenitor:immature single positive thymocyte:mucosal type mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD8-positive, alpha-beta cytotoxic T cell:cytotoxic T cell:Tc1 cell:Tc2 cell:|||:conventional dendritic cell:plasmacytoid dendritic cell:interstitial cell of Cajal:pro-NK cell"
NK_dividing,"splenic metallophillic macrophage:splenic marginal zone macrophage:mesenchymal stem cell of abdominal adipose:marginal zone B cell:|||:pro-NK cell:type II pneumocyte:endothelial cell of lymphatic vessel:non-pigmented ciliary epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:conventional dendritic cell:dendritic cell:myeloid dendritic cell:conidium:|||:transitional myocyte of septal division of left branch of atrioventricular bundle:transitional myocyte of posterior division of left branch of atrioventricular bundle:myocardial endocrine cell of septal division of left branch of atrioventricular bundle:transitional myocyte of anterior division of left branch of atrioventricular bundle"
Plasma_IgG,"mesodermal cell:splenic marginal zone macrophage:splenic metallophillic macrophage:marginal zone B cell:|||:endothelial cell of lymphatic vessel:H plus:type I pneumocyte:pro-NK cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasma cell:plasmablast:plasmatocyte:plasmacytoid dendritic cell:|||:pancreatic stellate cell:oligodendrocyte:IgG short lived plasma cell:long lived plasma cell"
Plasma_IgM,"mesodermal cell:splenic marginal zone macrophage:splenic metallophillic macrophage:marginal zone B cell:|||:type I pneumocyte:oligodendrocyte:non-pigmented ciliary epithelial cell:pro-NK cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasma cell:plasmablast:plasmatocyte:plasmacytoid dendritic cell:|||:pancreatic stellate cell:granulocyte monocyte progenitor cell:IgM plasma cell:IgA plasma cell"
Plasma_cells,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:plasma cell:IgA plasma cell:IgM plasma cell:IgE plasma cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:IgG plasma cell:blastemal cell:plasmablast:plasmatocyte:|||:short lived plasma cell:IgG short lived plasma cell:plasmacytoid dendritic cell:IgA short lived plasma cell"
Plasmablast,"mesodermal cell:marginal zone B cell:mesenchymal stem cell of abdominal adipose:splenic marginal zone macrophage:|||:plasmablast:IgE plasmablast:IgG plasmablast:IgM plasmablast:|||:plasmablast:cartwheel heterochromatin:immature basophil:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:IgA plasmablast:IgD plasmablast:CD86-positive plasmablast:syncytiotrophoblast cell"
Platelet,mesodermal cell:marginal zone B cell:splenic marginal zone macrophage:splenic metallophillic macrophage:|||:platelet:early T lineage precursor:type I pneumocyte:type II pneumocyte:|||:platelet:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:epiblast cell:blastoderm cell:non-terminally differentiated cell:plasma cell
Stroma,"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:eosinophil progenitor cell:immature single positive thymocyte:embryonic stem cell:placental amniotic mesenchymal stromal cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:stromal cell:thromboblast:effector memory CD4-positive, alpha-beta T cell, terminally differentiated:sperm:|||:stromal cell of ovarian cortex:stromal cell of endometrium:stromal cell of ovary:mesenchymal stem cell"
T_CD4,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:granulocyte monocyte progenitor cell:embryonic stem cell:adult endothelial progenitor cell:common dendritic progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:conventional dendritic cell:DN4 thymocyte:connective tissue type mast cell:dendritic epidermal T cell:|||:Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell:CD34-positive, CD38-positive common myeloid progenitor OR CD34-positive, CD38-positive common lymphoid progenitor:effector CD4-positive, alpha-beta T cell:activated CD4-positive, alpha-beta T cell, human"
T_CD4_conv,"splenic metallophillic macrophage:mesenchymal stem cell of abdominal adipose:mesodermal cell:splenic marginal zone macrophage:|||:immature single positive thymocyte:conventional dendritic cell:common dendritic progenitor:endothelial cell of lymphatic vessel:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:naive thymus-derived CD4-positive, alpha-beta T cell:T-helper 1 cell:tendon cell:CD4-positive, alpha-beta thymocyte:|||:thymic conventional dendritic cell:effector memory CD4-positive, alpha-beta T cell:type 4 cone bipolar cell (sensu Mus):medullary thymic epithelial cell"
T_CD4_fh,"splenic metallophillic macrophage:mesodermal cell:mesenchymal stem cell of abdominal adipose:marginal zone B cell:|||:non-pigmented ciliary epithelial cell:endothelial cell of lymphatic vessel:immature single positive thymocyte:conventional dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:T follicular helper cell:DN4 thymocyte:double-positive blast:naive thymus-derived CD4-positive, alpha-beta T cell:|||:common dendritic progenitor:Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell:medullary thymic epithelial cell:immature CD8_alpha-positive CD11b-negative dendritic cell"
T_CD4_naive,"mesenchymal stem cell of abdominal adipose:mesodermal cell:marginal zone B cell:splenic marginal zone macrophage:|||:endothelial cell of lymphatic vessel:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:conventional dendritic cell:intraepithelial lymphocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:naive thymus-derived CD4-positive, alpha-beta T cell:CD38-positive naive B cell:CD38-negative naive B cell:Ly49H-negative natural killer cell, mouse:|||:common dendritic progenitor:type I pneumocyte:CD4-positive, alpha-beta intraepithelial T cell:alpha-beta intraepithelial T cell"
T_CD4_reg,"mesodermal cell:marginal zone B cell:splenic marginal zone macrophage:splenic metallophillic macrophage:|||:CD4-positive, CD25-positive, alpha-beta regulatory T cell:regulatory B cell:regulatory T cell:conventional dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:induced T-regulatory cell:natural T-regulatory cell:CD8-positive, alpha-beta regulatory T cell:CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell:|||:common dendritic progenitor:retinal ganglion cell:activated CD4-negative, CD8-negative type I NK T cell:Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell"
