source,target
mesenchymal progenitor,":|||:mesenchymal stem cell:endothelial cell of hepatic sinusoid:megakaryocyte-erythroid progenitor cell:mast cell progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:retinal progenitor cell:eosinophil progenitor cell:mesenchymal lymphangioblast:common myeloid progenitor:|||:CD34-positive, CD38-positive eosinophil progenitor cell:adult endothelial progenitor cell:Kit-low, CD34-positive eosinophil progenitor cell:embryonic blood vessel endothelial progenitor cell"
monocyte,":|||:CD14-positive monocyte:monocyte:primordial germ cell:ionocyte:|||:monocyte:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:oenocyte:oncocyte:oocyte:promonocyte"
monocyte + promonocyte,"mesodermal cell:bone cell:leukocyte:|||:monocyte:CD14-positive monocyte:promonocyte:primordial germ cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:late promyelocyte:CD14-positive, CD16-positive monocyte:platelet:eosinophilic promyelocyte:|||:oenocyte:oncocyte:ionocyte:group 2 innate lymphoid cell"
naïve B cell,"bone cell:leukocyte:mesodermal cell:|||:B cell:naive B cell:B-2 B cell:B-1 B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:native cell:T3 B cell:valve cell:CD38-negative naive B cell"
new-cluster,"neuronal stem cell:ectodermal cell:neural cell:central nervous system neuron:|||:non-pigmented ciliary epithelial cell:oligodendrocyte:common lymphoid progenitor:basophil progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:osteoclast:blastoderm cell:enterocyte:leucoblast:|||:enterochromaffin-like cell:sperm:effector memory CD4-positive, alpha-beta T cell, terminally differentiated:common myeloid progenitor, CD34-positive"
outer bulge,"taste receptor cell:ectodermal cell:Merkel cell:dermal melanocyte:|||:erythrocyte:enucleate erythrocyte:animal zygote:nucleate erythrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myotube:Deiter's cell:outer hair cell:Hofbauer cell:|||:outer medulla vasa recta descending limb cell:outer medulla vasa recta ascending limb cell:kidney outer medulla collecting duct epithelial cell:kidney outer medulla peritubular capillary cell"
pancreatic A cell,pancreatic A cell:pancreatic D cell:type B pancreatic cell:pancreatic PP cell:|||:type I pneumocyte:pancreatic epsilon cell:cap cell:Kolmer-Agduhr neuron:|||:pancreatic A cell:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:pancreatic ductal cell:pancreatic acinar cell:pancreatic stellate cell:pancreatic goblet cell
pancreatic B cell,"type B pancreatic cell:pancreatic A cell:pancreatic D cell:pancreatic PP cell:|||:type I pneumocyte:B cell:pancreatic epsilon cell:germinal center B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pancreatic goblet cell:pancreatic ductal cell:pancreatic acinar cell:pancreatic stellate cell"
pancreatic D cell,"pancreatic D cell:type B pancreatic cell:pancreatic A cell:pancreatic PP cell:|||:type I pneumocyte:type D enteroendocrine cell:pancreatic epsilon cell:double-positive, alpha-beta thymocyte:|||:pancreatic D cell:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:pancreatic ductal cell:pancreatic goblet cell:pancreatic acinar cell:pancreatic endocrine cell"
pancreatic PP cell,pancreatic PP cell:pancreatic A cell:type B pancreatic cell:pancreatic D cell:|||:PP cell:type I pneumocyte:nodal myocyte:Feyrter cell:|||:pancreatic PP cell:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:pancreatic epsilon cell:pancreatic acinar cell:pancreatic ductal cell:pancreatic goblet cell
pancreatic acinar cell,"pancreatic acinar cell:pancreatic centro-acinar cell:pancreatic A cell:pancreatic D cell:|||:acinar cell:type I pneumocyte:R5 photoreceptor cell:R8 photoreceptor cell:|||:pancreatic acinar cell:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pancreatic ductal cell:type B pancreatic cell:pancreatic epsilon cell:pancreatic endocrine cell"
pancreatic ductal cell,pancreatic D cell:pancreatic A cell:type B pancreatic cell:pancreatic acinar cell:|||:pancreatic ductal cell:type I pneumocyte:Kolmer-Agduhr neuron:Feyrter cell:|||:pancreatic ductal cell:cartwheel heterochromatin:DN4 thymocyte:regulatory T cell:|||:pancreatic epsilon cell:pancreatic PP cell:epithelial cell of pancreas:pancreatic stellate cell
pancreatic stellate cell,"pancreatic D cell:pancreatic A cell:type B pancreatic cell:pancreatic goblet cell:|||:pancreatic stellate cell:type I pneumocyte:hepatic stellate cell:fat cell:|||:pancreatic stellate cell:eosinophilic promyelocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:pancreatic epsilon cell:epithelial cell of pancreas:pancreatic ductal cell:pancreatic PP cell"
parabasal,"primitive red blood cell:primordial germ cell:embryonic fibroblast:gestational hematopoietic stem cell:|||:bronchioalveolar stem cell:nucleate erythrocyte:eosinophil progenitor cell:basophil progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:respiratory basal cell:plasmablast:preameloblast:strial basal cell:|||:chromaffin cell of paraganglion:erythrocyte:basal proper cell of olfactory epithelium:paraganglia type 2 cell"
plasmacytoid dendritic cells,"endothelial cell of hepatic sinusoid:mesodermal cell:epithelial cell of alimentary canal:intrahepatic cholangiocyte:|||:dendritic cell, human:plasmacytoid dendritic cell:dendritic cell:plasmacytoid dendritic cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic plasmacytoid dendritic cell:CD11c-low plasmacytoid dendritic cell:myeloid dendritic cell:myeloid dendritic cell, human"
pre B cell,"bone cell:leukocyte:mesodermal cell:|||:B cell:precursor B cell:B-1 B cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pre-B-I cell:pore cell:Fraction A pre-pro B cell:pro-B cell"
proliferating,"embryonic fibroblast:primitive red blood cell:primordial germ cell:fetal derived definitive erythrocyte:|||:type I pneumocyte:neutrophil:type II pneumocyte:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:spermatid:Fraction B precursor B cell:|||:alpha-beta intraepithelial T cell:oligodendrocyte:intraepithelial lymphocyte:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell"
"proliferating thymocyte; DN to DP transition, dividing (some are Cd8+/ Cd4+, some undergoing VDJ recombination)","pulmonary interstitial fibroblast:cortical thymic epithelial cell:thymic cortical macrophage:medullary thymic epithelial cell:|||:thymocyte:type I pneumocyte:gamma-delta thymocyte:muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:transitional myocyte of anterior division of left branch of atrioventricular bundle:transitional myocyte of posterior division of left branch of atrioventricular bundle:transitional myocyte of septal division of left branch of atrioventricular bundle:transitional myocyte of atrial branch of anterior internodal tract:|||:DN3 thymocyte:pro-T cell:DN4 thymocyte:DN2 thymocyte"
red blood cell,"primitive red blood cell:mesodermal cell:cardiac muscle myoblast:cardiac septum cell:|||:erythrocyte:blood cell:enucleate erythrocyte:nucleate erythrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:leukocyte:diploid cell:red muscle cell:myeloid cell"
smooth muscle cell,smooth muscle cell of the pulmonary artery:mesodermal cell:cardiac muscle myoblast:primordial germ cell:|||:muscle cell:smooth muscle cell:bronchial smooth muscle cell:vascular associated smooth muscle cell:|||:smooth muscle cell:cartwheel heterochromatin:basophilic metamyelocyte:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:aortic smooth muscle cell:ureter smooth muscle cell:fast muscle cell:uterine smooth muscle cell
stromal cell,"ectodermal cell:mammary alveolar cell:myoepithelial cell of lactiferous alveolus:myoepithelial cell of acinus of lactiferous gland:|||:stromal cell:Kolmer-Agduhr neuron:type G enteroendocrine cell:type D enteroendocrine cell:|||:stromal cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type D cell of stomach:blastemal cell:band form neutrophil:stem cell"
suprabasal,"primitive red blood cell:primordial germ cell:embryonic fibroblast:gestational hematopoietic stem cell:|||:bronchioalveolar stem cell:enucleate erythrocyte:nucleate erythrocyte:erythrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:strial basal cell:respiratory basal cell:preameloblast:neuroblast (sensu Nematoda and Protostomia):|||:basophil progenitor cell:basal proper cell of olfactory epithelium:type-1 epithelial cell of thymus:type IV taste receptor cell"
suprabasal differentiating,"fetal derived definitive erythrocyte:primordial germ cell:primitive red blood cell:gestational hematopoietic stem cell:|||:bronchioalveolar stem cell:type II pneumocyte:type I pneumocyte:embryonic stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type-5 epithelial cell of thymus:non-terminally differentiated cell:surfactant secreting cell:substance P secreting cell:|||:nucleate erythrocyte:erythrocyte:basophil progenitor cell:enucleate erythrocyte"
suprabasal interpapillary,"primordial germ cell:primitive red blood cell:gestational hematopoietic stem cell:fetal derived definitive erythrocyte:|||:bronchioalveolar stem cell:basal cell:intraepithelial lymphocyte:basophil progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:strial basal cell:respiratory basal cell:strial intermediate cell:renal intercalated cell:|||:effector memory CD4-positive, alpha-beta T cell, terminally differentiated:effector memory CD8-positive, alpha-beta T cell, terminally differentiated:non-pigmented ciliary epithelial cell:CD4-positive, alpha-beta intraepithelial T cell"
valve cell,"mesodermal cell:primordial germ cell:cardiac septum cell:epicardial adipocyte:|||:valve cell:Be cell:B cell:type N enteroendocrine cell:|||:valve cell:eosinophilic promyelocyte:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell of venous sinus of spleen:dendritic cell:native cell:conventional dendritic cell"
valve cells,"aortic smooth muscle cell:fibroblast of the aortic adventitia:|||:valve cell:Be cell:nodal myocyte:type N enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell of venous sinus of spleen:myeloid dendritic cell:native cell:conventional dendritic cell"
ventricular cardiomyocyte,"epicardial adipocyte:cardiac muscle myoblast:fetal derived definitive erythrocyte:primitive red blood cell:|||:cardiac muscle cell:muscle cell:regular ventricular cardiac myocyte:regular interventricular cardiac myocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fetal cardiomyocyte:regular cardiac myocyte:myocyte of atrioventricular node:ventricular cardiac muscle cell:|||:oocyte:myelocyte:oenocyte:primordial germ cell"
