source,target
Distinct proximal tubule 1,"kidney proximal straight tubule epithelial cell:kidney cortex tubule cell:kidney interstitial cell:interlobular vein cell:|||:epithelial cell of proximal tubule:kidney distal convoluted tubule epithelial cell:kidney proximal convoluted tubule epithelial cell:mucosal type mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:brush border cell of the proximal tubule:epithelial cell of distal tubule:dendritic epidermal T cell:epithelial cell of intermediate tubule:|||:myotube:endothelial cell of lymphatic vessel:immature single positive thymocyte:early T lineage precursor"
Distinct proximal tubule 2,"kidney proximal straight tubule epithelial cell:kidney cortex tubule cell:kidney interstitial cell:interlobular vein cell:|||:epithelial cell of proximal tubule:endothelial cell of lymphatic vessel:type II pneumocyte:non-pigmented ciliary epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:brush border cell of the proximal tubule:epithelial cell of distal tubule:dendritic epidermal T cell:kidney proximal convoluted tubule epithelial cell:|||:early T lineage precursor:immature single positive thymocyte:neuronal stem cell:mucosal type mast cell"
Endothelium,"glomerular visceral epithelial cell:glomerular capillary endothelial cell:macula densa epithelial cell:extraglomerular mesangial cell:|||:kidney cell:endothelial cell:kidney epithelial cell:kidney efferent arteriole endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:gut endothelial cell:endo-epithelial cell:endothelial tip cell:endosteal cell:|||:adult endothelial progenitor cell:hindlimb stylopod vein endothelial cell:corneal endothelial cell:adipose microvascular endothelial cell"
Epithelial progenitor cell,"parietal epithelial cell:epithelial cell of glomerular capsule:macula densa epithelial cell:kidney pelvis urothelial cell:|||:pro-B cell:pro-T cell:hepatic stellate cell:Tr1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:retinal progenitor cell:eosinophil progenitor cell:adult endothelial progenitor cell:neutrophil progenitor cell:|||:embryonic blood vessel endothelial progenitor cell:R3 photoreceptor cell:R2 photoreceptor cell:R1 photoreceptor cell"
Erythroid,"glomerular visceral epithelial cell:kidney interstitial cell:kidney outer medulla cell:papillary tips cell:|||:Kit-positive erythroid progenitor cell:primitive red blood cell:primitive erythroid progenitor:primitive erythroid lineage cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:erythrocyte:erythroblast:erythrophore:erythroid progenitor cell, mammalian:|||:Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell:erythroid lineage cell:megakaryocyte-erythroid progenitor cell:CD34-positive, GlyA-negative erythroid progenitor cell"
Fibroblast,interlobular vein cell:renal filtration cell:extraglomerular mesangial cell:glomerular mesangial cell:|||:fibroblast:ooblast:skin fibroblast:iridoblast:|||:fibroblast:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:glioblast:marrow fibroblast:fibroblast of arm:fibroblast of cardiac tissue
Fibroblast 1,"interlobular vein cell:renal filtration cell:extraglomerular mesangial cell:glomerular mesangial cell:|||:fibroblast:ooblast:iridoblast:skin fibroblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fibroblast of arm:myofibroblast cell:fibroblast of lung:fibroblast of dermis"
Fibroblast 2,"interlobular vein cell:extraglomerular mesangial cell:renal filtration cell:glomerular mesangial cell:|||:fibroblast:ooblast:skin fibroblast:iridoblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fibroblast of arm:fibroblast of lung:myofibroblast cell:fibroblast of dermis"
Glomerular endothelium,"glomerular visceral epithelial cell:glomerular cell:glomerular capillary endothelial cell:glomerular mesangial cell:|||:kidney glomerular epithelial cell:glomerular endothelial cell:kidney granular cell:kidney medulla cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:microvascular endothelial cell:endothelial cell of vascular tree:lung microvascular endothelial cell:glandular cell of endometrium:|||:endothelial cell:prostate gland microvascular endothelial cell:brain microvascular endothelial cell:bladder microvascular endothelial cell"
Indistinct intercalated cell,"kidney interstitial cell:kidney cortex interstitial cell:kidney cortical cell:kidney inner medulla cell:|||:type D enteroendocrine cell:renal intercalated cell:Be cell:double-positive, alpha-beta thymocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney collecting duct intercalated cell:kidney papillary duct intercalated cell:renal beta-intercalated cell:kidney cortex collecting duct intercalated cell:|||:ciliated cell:parafollicular cell:type N enteroendocrine cell:type G enteroendocrine cell"
Innate like lymphocyte,"kidney pelvis cell:inner renal cortex cell:glomerular visceral epithelial cell:kidney cortex tubule cell:|||:lymphocyte:T cell:B cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:naive B cell:intraepithelial lymphocyte:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:alpha-beta intraepithelial T cell:|||:mature B cell:thymocyte:phagocyte:T-helper 2 cell"
Loop of Henle,"kidney blood vessel cell:kidney loop of Henle thin ascending limb epithelial cell:extraglomerular mesangial cell:glomerular mesangial cell:|||:kidney loop of Henle medullary thick ascending limb epithelial cell:kidney loop of Henle descending limb epithelial cell:kidney loop of Henle ascending limb epithelial cell:kidney loop of Henle thick ascending limb epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Hensen cell:kidney loop of Henle epithelial cell:blood cell:platelet:|||:kidney loop of Henle thin descending limb epithelial cell:kidney loop of Henle cortical thick ascending limb epithelial cell:smooth muscle cell of the internal thoracic artery:keratinized epithelial cell of the anal canal"
MNP-a/classical monocyte derived,"macula densa epithelial cell:glomerular visceral epithelial cell:kidney pelvis smooth muscle cell:glomerular capillary endothelial cell:|||:classical monocyte:monocyte:CD14-positive monocyte:oenocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-classical monocyte:CD14-low, CD16-positive monocyte:MHC-II-low non-classical monocyte:Gr1-low non-classical monocyte:|||:ionocyte:oncocyte:primordial germ cell:group 2 innate lymphoid cell, mouse"
MNP-b/non-classical monocyte derived,"inner renal cortex cell:glomerular capillary endothelial cell:glomerular visceral epithelial cell:extraglomerular mesangial cell:|||:monocyte:classical monocyte:non-classical monocyte:CD14-positive monocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-low, CD16-positive monocyte:MHC-II-low non-classical monocyte:Gr1-low non-classical monocyte:MHC-II-high non-classical monocyte:|||:oenocyte:primordial germ cell:oncocyte:ionocyte"
MNP-c/dendritic cell,"kidney cortical cell:kidney interstitial cell:macula densa epithelial cell:kidney cortex interstitial cell:|||:parafollicular cell:dendritic cell, human:dendritic cell:Tc2 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:liver dendritic cell:plasmacytoid dendritic cell:dermal dendritic cell:mature conventional dendritic cell:|||:Tc1 cell:tip cell:B cell:Feyrter cell"
MNP-d/Tissue macrophage,"epithelial cell of glomerular capsule:kidney pelvis urothelial cell:kidney pelvis smooth muscle cell:kidney corpuscule cell:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:adipose macrophage:meningeal macrophage:tissue-resident macrophage:lymph node macrophage:|||:mucosa-associated lymphoid tissue macrophage:nasal and broncial associated lymphoid tissue macrophage:gut-associated lymphoid tissue macrophage:Kupffer cell"
Macrophage 1,"juxtaglomerular complex cell:macula densa epithelial cell:glomerular visceral epithelial cell:extraglomerular mesangial cell:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:Kupffer cell:microglial cell:tissue-resident macrophage"
Macrophage 2,"macula densa epithelial cell:juxtaglomerular complex cell:extraglomerular mesangial cell:glomerular visceral epithelial cell:|||:macrophage:central nervous system macrophage:alternatively activated macrophage:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:Kupffer cell:microglial cell:tissue-resident macrophage"
Mast cell,"extraglomerular mesangial cell:glomerular cell:papillary tips cell:kidney medulla cell:|||:T cell:mast cell:fat cell:mucosal type mast cell:|||:mast cell:cartwheel heterochromatin:eosinophilic promyelocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-terminally differentiated cell:connective tissue type mast cell:M cell of gut:basket cell"
Mast cells,"extraglomerular mesangial cell:glomerular cell:arcuate artery cell:papillary tips cell:|||:T cell:mast cell:mucosal type mast cell:fat cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:connective tissue type mast cell:non-terminally differentiated cell:basket cell:M cell of gut"
Medial S shaped body,"glomerular visceral epithelial cell:outer medulla vasa recta ascending limb cell:inner medulla vasa recta ascending limb cell:macula densa epithelial cell:|||:pigmented ciliary epithelial cell:kidney cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:CD4-positive, alpha-beta intraepithelial T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type-7 epithelial cell of thymus:type II cell of carotid body:mesangial phagocyte:type I cell of carotid body:|||:alpha-beta intraepithelial T cell:megakaryocyte-erythroid progenitor cell:oligodendrocyte:non-pigmented ciliary epithelial cell"
Megakaryocyte,"glomerular visceral epithelial cell:glomerular cell:papillary tips cell:arcuate artery cell:|||:megakaryocyte:muscle cell:oocyte:megakaryocyte progenitor cell:|||:megakaryocyte:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primitive reticulocyte:fetal derived definitive erythrocyte:melanocyte:metamyelocyte"
Monocyte,"glomerular visceral epithelial cell:extraglomerular mesangial cell:kidney cortical cell:renal filtration cell:|||:monocyte:CD14-positive monocyte:oenocyte:ionocyte:|||:monocyte:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primordial germ cell:oncocyte:oocyte:promonocyte"
Myofibroblast,"interlobular vein cell:glomerular visceral epithelial cell:extraglomerular mesangial cell:kidney pelvis urothelial cell:|||:fibroblast:ooblast:myofibroblast cell:pulmonary interstitial fibroblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:marrow fibroblast:embryonic fibroblast:myoblast:monoblast:|||:kidney interstitial myofibroblast:cardiac atrium fibroblast:pericardium fibroblast:iridoblast"
Myofibroblast 1,"interlobular vein cell:renal filtration cell:glomerular cell:kidney pelvis urothelial cell:|||:fibroblast:ooblast:myofibroblast cell:iridoblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:marrow fibroblast:embryonic fibroblast:myoblast:fibroblast of arm:|||:pulmonary interstitial fibroblast:kidney interstitial myofibroblast:cardiac atrium fibroblast:pericardium fibroblast"
Myofibroblast 2,"interlobular vein cell:glomerular cell:renal filtration cell:kidney pelvis urothelial cell:|||:fibroblast:ooblast:myofibroblast cell:iridoblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:marrow fibroblast:embryonic fibroblast:myoblast:fibroblast of arm:|||:pulmonary interstitial fibroblast:kidney interstitial myofibroblast:cardiac atrium fibroblast:pericardium fibroblast"
NK cell,"extraglomerular mesangial cell:kidney pelvis cell:kidney medulla cell:glomerular cell:|||:natural killer cell:decidual natural killer cell, human:Kolmer-Agduhr neuron:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type N enteroendocrine cell:mucous neck cell:pro-NK cell:mature natural killer cell"
NKT cell,"extraglomerular mesangial cell:kidney cortical cell:renal filtration cell:interlobular vein cell:|||:T cell:decidual natural killer cell, human:Kolmer-Agduhr neuron:natural killer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type N enteroendocrine cell:mucous neck cell:pro-NK cell:DN2 thymocyte"
Neuron,"interlobular vein cell:glomerular visceral epithelial cell:renal filtration cell:glomerular cell:|||:neuron:Purkinje cell:amacrine cell:Kolmer-Agduhr neuron:|||:neuron:cartwheel heterochromatin:immature basophil:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Rohon-Beard neuron:motor neuron:serotonergic neuron:interneuron"
Neutrophil,"kidney pelvis urothelial cell:interlobular vein cell:kidney glomerular epithelial cell:kidney pelvis cell:|||:neutrophil:neuron:band form neutrophil:neutrophilic metamyelocyte:|||:neutrophil:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature neutrophil:immature neutrophil:neutrophil progenitor cell:glial cell"
Pelvic epithelium,"parietal epithelial cell:glomerular visceral epithelial cell:kidney pelvis urothelial cell:epithelial cell of glomerular capsule:|||:pigmented ciliary epithelial cell:kidney cell:kidney pelvis cell:nephron tubule epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of cervix:epithelial cell of pancreas:type-2 epithelial cell of thymus:placental epithelial cell:|||:type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth:microfold cell of epithelium proper of duodenum:serous cell of epithelium of lobular bronchiole:paneth cell of epithelium of small intestine"
Pelvic epithelium - distal UB,"parietal epithelial cell:glomerular visceral epithelial cell:kidney pelvis urothelial cell:epithelial cell of glomerular capsule:|||:pigmented ciliary epithelial cell:kidney cell:kidney pelvis cell:kidney epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of distal tubule:enterocyte of epithelium of intestinal villus:intestinal villus goblet cell:epithelial cell of cervix:|||:type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth:type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth:interstitial cell of Cajal:alpha-beta intraepithelial T cell"
Peritubular capillary endothelium 1,"glomerular capillary endothelial cell:kidney cortex peritubular capillary cell:kidney outer medulla peritubular capillary cell:glomerular visceral epithelial cell:|||:pigmented ciliary epithelial cell:peritubular capillary endothelial cell:capillary endothelial cell:kidney cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney capillary endothelial cell:placental villus capillary endothelial cell:interlobulary artery endothelial cell:umbilical artery endothelial cell:|||:pillar cell:peritubular myoid cell:basophil progenitor cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell"
Peritubular capillary endothelium 2,"glomerular capillary endothelial cell:kidney cortex peritubular capillary cell:kidney outer medulla peritubular capillary cell:glomerular visceral epithelial cell:|||:pigmented ciliary epithelial cell:peritubular capillary endothelial cell:capillary endothelial cell:kidney cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney capillary endothelial cell:placental villus capillary endothelial cell:interlobulary artery endothelial cell:umbilical artery endothelial cell:|||:pillar cell:peritubular myoid cell:basophil progenitor cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell"
Plasmacytoid dendritic cell,"macula densa epithelial cell:papillary tips cell:kidney interstitial cell:parietal epithelial cell:|||:plasmacytoid dendritic cell:dendritic cell:dendritic cell, human:plasmacytoid dendritic cell, human:|||:plasmacytoid dendritic cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic plasmacytoid dendritic cell:CD11c-low plasmacytoid dendritic cell:myeloid dendritic cell:myeloid dendritic cell, human"
Podocyte,"glomerular visceral epithelial cell:extraglomerular mesangial cell:papillary tips cell:kidney cortical cell:|||:oocyte:monocyte:ionocyte:cortical thymic epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:odontocyte:oncocyte:CD14-positive monocyte:oenocyte"
Principal cell,"kidney cortical cell:parietal epithelial cell:extraglomerular mesangial cell:kidney corpuscule cell:|||:Kolmer-Agduhr neuron:M cell of gut:Feyrter cell:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:renal principal cell:pericardial nephrocyte:prickle cell:retinal cell:|||:kidney outer medulla collecting duct principal cell:kidney collecting duct principal cell:thyroid follicular cell:chief cell of parathyroid gland"
Proliferating B cell,"renal filtration cell:extraglomerular mesangial cell:parietal epithelial cell:interlobular vein cell:|||:B cell:type I pneumocyte:germinal center B cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:type B pancreatic cell:ghrelin secreting cell:|||:B-1 B cell:B-2 B cell:M cell of gut:type G enteroendocrine cell"
Proliferating NK cell,"renal filtration cell:extraglomerular mesangial cell:parietal epithelial cell:interlobular vein cell:|||:natural killer cell:type I pneumocyte:decidual natural killer cell, human:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:motilin secreting cell:ghrelin secreting cell:|||:nodal myocyte:M cell of gut:B cell:T cell"
Proliferating Proximal Tubule,"kidney proximal straight tubule epithelial cell:parietal epithelial cell:renal filtration cell:kidney cortex tubule cell:|||:type I pneumocyte:type II pneumocyte:mature neutrophil:neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of proximal tubule:brush border cell of the proximal tubule:Fraction C' precursor B cell:prolactin secreting cell:|||:Fraction C precursor B cell:Fraction B precursor B cell:Fraction A pre-pro B cell:oligodendrocyte"
Proliferating cDC2,"renal filtration cell:extraglomerular mesangial cell:parietal epithelial cell:interlobular vein cell:|||:type I pneumocyte:conventional dendritic cell:plasmacytoid dendritic cell:Fraction C precursor B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:ghrelin secreting cell:motilin secreting cell:|||:mature neutrophil:neutrophil:type II pneumocyte:Fraction A pre-pro B cell"
Proliferating cap mesenchyme,"renal filtration cell:extraglomerular mesangial cell:kidney cortical cell:glomerular mesangial cell:|||:type I pneumocyte:Fraction C precursor B cell:neutrophil:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:angioblastic mesenchymal cell:meso-epithelial cell:cardiac mesenchymal cell:nephrogenic mesenchyme stem cell:|||:type II pneumocyte:endothelial cell of hepatic sinusoid:Fraction B precursor B cell:Fraction A pre-pro B cell"
Proliferating distal renal vesicle,"parietal epithelial cell:inner renal cortex cell:glomerular visceral epithelial cell:kidney cortex collecting duct epithelial cell:|||:type I pneumocyte:neutrophil:mature neutrophil:type II pneumocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:radial glial cell:prolactin secreting cell:pancreatic ductal cell:permanently open valve cell:|||:Fraction B precursor B cell:Fraction A pre-pro B cell:Fraction C precursor B cell:CD4-positive, alpha-beta intraepithelial T cell"
Proliferating fibroblast,"renal filtration cell:extraglomerular mesangial cell:parietal epithelial cell:inner medulla vasa recta descending limb cell:|||:fibroblast:type I pneumocyte:skin fibroblast:ooblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:splenic fibroblast:ovarian fibroblast:pericardium fibroblast:perijunctional fibroblast:|||:iridoblast:glioblast:type II pneumocyte:mature neutrophil"
Proliferating macrophage,"renal filtration cell:extraglomerular mesangial cell:parietal epithelial cell:kidney cortex collecting duct epithelial cell:|||:macrophage:type I pneumocyte:microglial cell:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pleural macrophage:Kupffer cell:peritoneal macrophage:splenic macrophage:|||:alternatively activated macrophage:inflammatory macrophage:thymic macrophage:neutrophil"
