source	target
Loop of henle _UMOD high	"kidney loop of Henle medullary thick ascending limb epithelial cell:kidney loop of Henle thin ascending limb epithelial cell:extraglomerular mesangial cell:glomerular visceral epithelial cell:|||:kidney loop of Henle descending limb epithelial cell:kidney loop of Henle ascending limb epithelial cell:kidney loop of Henle thin descending limb epithelial cell:kidney loop of Henle cortical thick ascending limb epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney loop of Henle epithelial cell:lymph node tingible body macrophage:Hensen cell:astrocyte of the spinal cord:|||:kidney loop of Henle thick ascending limb epithelial cell:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:common lymphoid progenitor:alpha-beta intraepithelial T cell"
Loop of henle progenitor cell	"kidney loop of Henle thin ascending limb epithelial cell:inner renal cortex cell:kidney loop of Henle medullary thick ascending limb epithelial cell:glomerular mesangial cell:|||:pro-T cell:pro-B cell:hepatic stellate cell:Tr1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:eosinophil progenitor cell:basophil progenitor cell:retinal progenitor cell:neutrophil progenitor cell:|||:R3 photoreceptor cell:R4 photoreceptor cell:R6 photoreceptor cell:R8 photoreceptor cell"
Loop of henle_SFN high	"kidney loop of Henle thin ascending limb epithelial cell:kidney loop of Henle medullary thick ascending limb epithelial cell:glomerular mesangial cell:extraglomerular mesangial cell:|||:kidney loop of Henle epithelial cell:kidney loop of Henle descending limb epithelial cell:kidney loop of Henle thin descending limb epithelial cell:kidney loop of Henle thick ascending limb epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Hensen cell:kidney loop of Henle ascending limb epithelial cell:neuron of the substantia nigra:pancreatic A cell:|||:kidney loop of Henle cortical thick ascending limb epithelial cell:alpha-beta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:common lymphoid progenitor"
Loop of henle_SLPI high	"kidney loop of Henle thin ascending limb epithelial cell:kidney loop of Henle medullary thick ascending limb epithelial cell:macula densa epithelial cell:parietal epithelial cell:|||:kidney loop of Henle epithelial cell:kidney loop of Henle thin descending limb epithelial cell:kidney loop of Henle thick ascending limb epithelial cell:kidney loop of Henle ascending limb epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney loop of Henle descending limb epithelial cell:Hensen cell:melanocyte of eyelid:neuron of the ventral spinal cord:|||:early lymphoid progenitor:immature single positive thymocyte:non-pigmented ciliary epithelial cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell"
Loop of henle_SOD3 high	"kidney loop of Henle thin ascending limb epithelial cell:kidney loop of Henle medullary thick ascending limb epithelial cell:extraglomerular mesangial cell:macula densa epithelial cell:|||:kidney loop of Henle ascending limb epithelial cell:kidney loop of Henle thin descending limb epithelial cell:kidney loop of Henle descending limb epithelial cell:kidney loop of Henle thick ascending limb epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney loop of Henle epithelial cell:Hensen cell:smooth muscle cell of the esophagus:lymph node tingible body macrophage:|||:intraepithelial lymphocyte:common lymphoid progenitor:CD4-negative CD8-negative gamma-delta intraepithelial T cell:CD4-positive, alpha-beta intraepithelial T cell"
Loop of henle_SPP1 high	"kidney loop of Henle thin ascending limb epithelial cell:kidney loop of Henle medullary thick ascending limb epithelial cell:extraglomerular mesangial cell:glomerular visceral epithelial cell:|||:kidney loop of Henle epithelial cell:kidney loop of Henle thin descending limb epithelial cell:kidney loop of Henle thick ascending limb epithelial cell:kidney loop of Henle ascending limb epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Hensen cell:smooth muscle cell of the esophagus:kidney loop of Henle descending limb epithelial cell:neuron of the ventral spinal cord:|||:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:non-pigmented ciliary epithelial cell:early lymphoid progenitor"
Luminal cell	"mesodermal cell:primordial germ cell:renal filtration cell:luminal epithelial cell of prostatic duct:|||:Kolmer-Agduhr neuron:Feyrter cell:T cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:glial cell:enterocyte of epithelium of large intestine:luteal cell:fungal cell:|||:luminal cell of lactiferous terminal ductal lobular unit:luminal cell of prostatic acinus:luminal cell of lactiferous duct:luminal cell of acinus of lactiferous gland"
Luminal epithelium 	"placental epithelial cell:epithelial cell of cervix:placental pericyte:placental hematopoietic stem cell:|||:serous cell of epithelium of bronchus:serous cell of epithelium of terminal bronchiole:serous cell of epithelium of trachea:serous cell of epithelium of lobular bronchiole:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:luminal cell of prostate epithelium:epithelial cell of lung:gingival epithelial cell:columnar/cuboidal epithelial cell:|||:luminal epithelial cell of prostatic duct:luminal epithelial cell of mammary gland:simple columnar epithelial cell:tracheal goblet cell"
Lung mesenchyme cell (cardiopulmonary progenitor)	"brush cell of lobular bronchiole:serous cell of epithelium of lobular bronchiole:epithelial cell of lower respiratory tract:mesothelial cell of visceral pleura:|||:Be cell:T cell:parafollicular cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mesenchymal stem cell of abdominal adipose:mesenchymal stem cell:smooth muscle cell of the pulmonary artery:mesenchymal stem cell of adipose:|||:type G enteroendocrine cell:type D enteroendocrine cell:M cell of gut:Feyrter cell"
Lymphatic endothelial cell	"mesodermal cell:primitive red blood cell:primordial germ cell:gestational hematopoietic stem cell:|||:endothelial cell of lymphatic vessel:type I pneumocyte:endothelial cell:aortic endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:splenic endothelial cell:dermis lymphatic vessel endothelial cell:endothelial cell of artery:gut endothelial cell"
Lymphatic endothelial cell_CCL21 high	"dermis lymphatic vessel endothelial cell:epithelial cell of skin gland:dermis blood vessel endothelial cell:hair follicle cell:|||:type I pneumocyte:endothelial cell:endothelial cell of lymphatic vessel:aortic endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:splenic endothelial cell:endothelial cell of artery:circulating endothelial cell:gut endothelial cell:|||:glial cell:mesothelial cell:urothelial cell:Kolmer-Agduhr neuron"
Lymphatic endothelial cell_NTS high	"pancreatic D cell:type B pancreatic cell:pancreatic centro-acinar cell:pancreatic goblet cell:|||:endothelial cell:type I pneumocyte:endothelial cell of lymphatic vessel:aortic endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:dermis lymphatic vessel endothelial cell:splenic endothelial cell:endothelial cell of artery:circulating endothelial cell:|||:glial cell:gut endothelial cell:mesothelial cell:urothelial cell"
Lymphocyte	"adrenal medulla chromaffin cell:|||:lymphocyte:T cell:B cell:oocyte:|||:lymphocyte:cartwheel heterochromatin:immature basophil:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:T1 B cell:marginal zone B cell:B-1 B cell:B-2 B cell"
Lymphoid progenitor cell	"mesodermal cell:splenic endothelial cell:splenocyte:splenic fibroblast:|||:lymphoid lineage restricted progenitor cell:pro-B cell:Tr1 cell:hepatic stellate cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:erythroid progenitor cell:myeloid lineage restricted progenitor cell:CD7-positive lymphoid progenitor cell:CD7-negative lymphoid progenitor cell"
M1 Macrophage	"endothelial cell of artery:smooth muscle cell of the subclavian artery:smooth muscle cell of the internal thoracic artery:|||:macrophage:inflammatory macrophage:alternatively activated macrophage:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic macrophage:elicited macrophage:microglial cell:Kupffer cell"
M1 Macrophage_CCL2_high	"central nervous system macrophage:neuronal stem cell:gastrula cell:ectodermal cell:|||:macrophage:inflammatory macrophage:alternatively activated macrophage:Kupffer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic macrophage:elicited macrophage:tissue-resident macrophage:meningeal macrophage:|||:melanophage:microglial cell:common lymphoid progenitor:pericyte cell"
M1 Macrophage_CXCL8_high	"central nervous system macrophage:neuronal stem cell:ectodermal cell:gastrula cell:|||:inflammatory macrophage:macrophage:alternatively activated macrophage:tissue-resident macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic macrophage:elicited macrophage:Kupffer cell:meningeal macrophage:|||:melanophage:microglial cell:embryonic stem cell:myeloid dendritic cell"
M2 Macrophage	":|||:macrophage:alternatively activated macrophage:inflammatory macrophage:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic macrophage:elicited macrophage:microglial cell:Kupffer cell"
M2 macrophage 	"mesodermal cell:pneumocyte:epithelial cell of lung:brush cell of lobular bronchiole:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic macrophage:elicited macrophage:microglial cell:tissue-resident macrophage"
M2 macrophage_CXCL8 high	"mesodermal cell:mesenchymal stem cell of abdominal adipose:splenic endothelial cell:splenic fibroblast:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic macrophage:elicited macrophage:Kupffer cell:microglial cell:|||:melanophage:tissue-resident macrophage:mesenchymal stem cell:adult endothelial progenitor cell"
M2 macrophage_MALAT1 high	"splenic marginal zone macrophage:splenic metallophillic macrophage:mesodermal cell:mesenchymal stem cell of abdominal adipose:|||:macrophage:alternatively activated macrophage:type I pneumocyte:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic macrophage:central nervous system macrophage:elicited macrophage:microglial cell:|||:melanophage:Kupffer cell:tissue-resident macrophage:type II pneumocyte"
MT high	"adrenal medulla chromaffin cell:|||:band form neutrophil:pericyte cell:naive thymus-derived CD4-positive, alpha-beta T cell:mucosal type mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature basophil:mature microglial cell:mature neutrophil:extraglomerular mesangial cell:|||:Kit-negative, Ly-76 high polychromatophilic erythroblast:Ly-76 high reticulocyte:Kit-negative, Ly-76 high basophilic erythroblast:Kit-negative, Ly-76 high orthochromatophilic erythroblasts"
MT-gene high cell	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:H minus:kidney granular cell:parafollicular cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:nitrogen fixing cell:peptic cell:extraglomerular mesangial cell:mitogenic signaling cell:|||:type N enteroendocrine cell:Feyrter cell:nodal myocyte:type D enteroendocrine cell"
Macrophage	adrenal medulla chromaffin cell:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:macrophage:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:elicited macrophage:tissue-resident macrophage:microglial cell:Kupffer cell
Macrophage_APOC1 high	"macula densa epithelial cell:extraglomerular mesangial cell:glomerular visceral epithelial cell:glomerular capillary endothelial cell:|||:macrophage:central nervous system macrophage:alternatively activated macrophage:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multinucleated giant cell:elicited macrophage:tissue-resident macrophage:Kupffer cell:|||:melanophage:mesenchymal stem cell:professional antigen presenting cell:mucosal type mast cell"
Macrophage_C1QB high	"adrenal medulla chromaffin cell:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:tissue-resident macrophage:microglial cell:Kupffer cell:|||:melanophage:enterochromaffin-like cell:embryonic stem cell:mast cell progenitor"
Macrophage_CCL20 high	"epithelial cell of lung:pneumocyte:basal cell of epithelium of lobular bronchiole:mesodermal cell:|||:macrophage:central nervous system macrophage:alternatively activated macrophage:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:Kupffer cell:tissue-resident macrophage:microglial cell:|||:melanophage:adult endothelial progenitor cell:pericyte cell:endothelial cell of lymphatic vessel"
Macrophage_CCL3L3 high	"mesodermal cell:|||:macrophage:inflammatory macrophage:alternatively activated macrophage:Kupffer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:central nervous system macrophage:macrophage dendritic cell progenitor:elicited macrophage:tissue-resident macrophage:|||:melanophage:mesenchymal stem cell:endothelial cell of lymphatic vessel:mast cell progenitor"
Macrophage_CD52 high	"endothelial cell of artery:smooth muscle cell of the internal thoracic artery:smooth muscle cell of the subclavian artery:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:Kupffer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:central nervous system macrophage:elicited macrophage:tissue-resident macrophage:microglial cell:|||:melanophage:endothelial cell of lymphatic vessel:adult endothelial progenitor cell:plasmacytoid dendritic cell"
Macrophage_CTSB high	"mesodermal cell:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:Kupffer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:central nervous system macrophage:elicited macrophage:macrophage (sensu Diptera):microglial cell:|||:placental villous trophoblast:melanophage:mesenchymal stem cell:professional antigen presenting cell"
Macrophage_CXCL2 high	"mesothelial cell of peritoneum:mesothelial cell of visceral peritoneum:mesenchymal stem cell of abdominal adipose:mesodermal cell:|||:macrophage:inflammatory macrophage:alternatively activated macrophage:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:Kupffer cell:microglial cell:tissue-resident macrophage:|||:melanophage:multi-ciliated epithelial cell:mesenchymal stem cell:professional antigen presenting cell"
Macrophage_CXCL8 high	"mesothelial cell of parietal pleura:mesothelial cell of visceral pleura:mesodermal cell:epithelial cell of lower respiratory tract:|||:macrophage:pleural macrophage:Kupffer cell:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:alternatively activated macrophage:central nervous system macrophage:elicited macrophage:tissue-resident macrophage:|||:melanophage:embryonic stem cell:mesenchymal stem cell:professional antigen presenting cell"
Macrophage_FABP5 high	"adrenal medulla chromaffin cell:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:microglial cell:tissue-resident macrophage:Kupffer cell:|||:melanophage:professional antigen presenting cell:mast cell progenitor:mucosal type mast cell"
Macrophage_FCGR3A high	"mesodermal cell:|||:macrophage:inflammatory macrophage:alternatively activated macrophage:Kupffer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:central nervous system macrophage:elicited macrophage:tissue-resident macrophage:microglial cell:|||:melanophage:myeloid dendritic cell:mesenchymal stem cell:eosinophil progenitor cell"
Macrophage_GPR183 high	"extraglomerular mesangial cell:glomerular visceral epithelial cell:macula densa epithelial cell:glomerular capillary endothelial cell:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multinucleated giant cell:elicited macrophage:Kupffer cell:tissue-resident macrophage:|||:melanophage:myeloid dendritic cell:professional antigen presenting cell:multi-ciliated epithelial cell"
Macrophage_HLA-DRA high	"mesenchymal stem cell of abdominal adipose:mesodermal cell:mesothelial cell of peritoneum:mesothelial cell of visceral peritoneum:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multinucleated giant cell:macrophage derived foam cell:elicited macrophage:macrophage (sensu Diptera):|||:melanophage:mucosal type mast cell:multi-ciliated epithelial cell:professional antigen presenting cell"
Macrophage_IL1B high	"mesodermal cell:chorionic membrane mesenchymal stem cell:|||:macrophage:central nervous system macrophage:alternatively activated macrophage:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:tissue-resident macrophage:Kupffer cell:microglial cell:|||:ILC1:melanophage:multi-ciliated epithelial cell:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell"
Macrophage_M2	"pneumocyte:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lung:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:tissue-resident macrophage:Kupffer cell:microglial cell:|||:splenic white pulp macrophage:kidney interstitial alternatively activated macrophage:bone marrow macrophage:monoblast"
Macrophage_RGS1 high	"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:macrophage (sensu Diptera):elicited macrophage:microglial cell:tissue-resident macrophage:|||:melanophage:mast cell progenitor:mucosal type mast cell:myeloid dendritic cell"
Macrophage_RNASE1 high	"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:macrophage (sensu Diptera):multinucleated giant cell:elicited macrophage:microglial cell:|||:melanophage:mesenchymal stem cell:neuronal stem cell:pericyte cell"
Macrophage_SDS high	"mesodermal cell:|||:macrophage:inflammatory macrophage:alternatively activated macrophage:Kupffer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:macrophage (sensu Diptera):central nervous system macrophage:elicited macrophage:tissue-resident macrophage:|||:melanophage:common myeloid progenitor, CD34-positive:common myeloid progenitor:mucosal type mast cell"
Macrophage_SPP1 high	"tracheal goblet cell:basal cell of epithelium of trachea:mesodermal cell:serous cell of epithelium of trachea:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:elicited macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:central nervous system macrophage:macrophage (sensu Diptera):Kupffer cell:microglial cell:|||:melanophage:multi-ciliated epithelial cell:eosinophil progenitor cell:pericyte cell"
Macrophage_TPSB2 high	"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:macrophage (sensu Diptera):microglial cell:Kupffer cell:|||:melanophage:eosinophil progenitor cell:multi-ciliated epithelial cell:professional antigen presenting cell"
Macrophage_VSIG4 high	"pneumocyte:basal cell of epithelium of lobular bronchiole:mesothelial cell of visceral pleura:epithelial cell of lung:|||:macrophage:central nervous system macrophage:alternatively activated macrophage:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:macrophage (sensu Diptera):tissue-resident macrophage:microglial cell:|||:melanophage:eosinophil progenitor cell:pericyte cell:mast cell progenitor"
Mast	"gastric goblet cell:mucous cell of stomach:|||:type D cell of stomach:basophil mast progenitor cell:Kit-positive, integrin beta7-high basophil mast progenitor cell:type II pneumocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mast cell progenitor:myoblast:monoblast:mesodermal cell:|||:Fc-epsilon RIalpha-low mast cell progenitor:anterior lateral line neuromast hair cell:mucosal type mast cell:mast cell"
Mast cell	":|||:mast cell:T cell:fat cell:mucosal type mast cell:|||:mast cell:cartwheel heterochromatin:eosinophilic promyelocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-terminally differentiated cell:connective tissue type mast cell:M cell of gut:basket cell"
Mast progenitor cell	"mesodermal cell:intrahepatic cholangiocyte:endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:|||:pro-T cell:pro-B cell:hepatic stellate cell:Tr1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:preosteoblast:basophil progenitor cell:basophil mast progenitor cell:myeloid lineage restricted progenitor cell:|||:Kit-positive, integrin beta7-high basophil mast progenitor cell:progenitor cell of endocrine pancreas:mesenchymal stem cell:R1 photoreceptor cell"
Megakaryocyte	"pneumocyte:mesodermal cell:brush cell of lobular bronchiole:epithelial cell of lower respiratory tract:|||:megakaryocyte:muscle cell:common myeloid progenitor, CD34-positive:common myeloid progenitor:|||:megakaryocyte:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:primitive reticulocyte:fetal derived definitive erythrocyte:melanocyte"
Megakaryocyte 	"fetal derived definitive erythrocyte:primordial germ cell:primitive red blood cell:epicardial adipocyte:|||:megakaryocyte:megakaryocyte progenitor cell:muscle cell:Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primitive reticulocyte:melanocyte:metamyelocyte:primary oocyte"
Megakaryocyte/Erythroid Progenitor	"adrenal medulla chromaffin cell:|||:megakaryocyte:megakaryocyte-erythroid progenitor cell:erythroid progenitor cell:muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:primitive erythroid progenitor:early lymphoid progenitor:Kit-positive erythroid progenitor cell"
Megakaryocyte/Erythtoid progenitor cell	"mesodermal cell:endothelial cell of hepatic sinusoid:intrahepatic cholangiocyte:epithelial cell of alimentary canal:|||:megakaryocyte:megakaryocyte-erythroid progenitor cell:erythroid progenitor cell:pro-B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:Kit-positive erythroid progenitor cell:Kit-positive megakaryocyte progenitor cell:cardiac muscle myoblast"
Melanocyte	"dermal melanocyte:keratinocyte:epidermal melanocyte:hair germinal matrix cell:|||:melanocyte:group 2 innate lymphoid cell, mouse:group 2 innate lymphoid cell:oocyte:|||:melanocyte:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:myelocyte:ameloblast:melanocyte of skin:primitive reticulocyte"
Melanocyte_MLANA high	"dermal melanocyte:epidermal melanocyte:keratinocyte:ectodermal cell:|||:melanocyte:group 2 innate lymphoid cell:group 2 innate lymphoid cell, mouse:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:melanocyte of skin:melanocyte of eyelid:dark melanocyte:melanocyte of foreskin:|||:primitive reticulocyte:myelocyte:mast cell:amniocyte"
Melanocyte_S100B high	"dermal melanocyte:epidermal melanocyte:keratinocyte:hair germinal matrix cell:|||:melanocyte:group 2 innate lymphoid cell:group 2 innate lymphoid cell, mouse:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:melanocyte of skin:melanocyte of eyelid:dark melanocyte:melanocyte of foreskin:|||:primitive reticulocyte:ameloblast:mast cell:myelocyte"
Mesangial cell	"glomerular mesangial cell:extraglomerular mesangial cell:macula densa epithelial cell:glomerular cell:|||:mesangial cell:mesangial phagocyte:animal cell:glial cell:|||:mesangial cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:macroglial cell:synovial cell:mesothelial cell:meningothelial cell"
Mesenchymal  cell	"Merkel cell:ectodermal cell:stem cell of epidermis:dermal dendritic cell:|||:mesenchymal stem cell:B cell:parafollicular cell:type N enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardiac mesenchymal cell:ependymal cell:amnion mesenchymal stem cell:mesodermal cell:|||:meso-epithelial cell:angioblastic mesenchymal cell:nodal myocyte:M cell of gut"
Mesothelial cell	"mesodermal cell:mesothelial cell of peritoneum:mesothelial cell of visceral peritoneum:mesenchymal stem cell of abdominal adipose:|||:mesothelial cell:glial cell:endothelial cell:epithelial cell:|||:mesothelial cell:cartwheel heterochromatin:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:meso-epithelial cell:meningothelial cell:urothelial cell:myoepithelial cell"
