source,target
Lymphatic Endothelial Cells,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:endothelial cell of lymphatic vessel:type I pneumocyte:endothelial cell:aortic endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:splenic endothelial cell:dermis lymphatic vessel endothelial cell:gut endothelial cell:endothelial cell of artery"
MUC5AC+ High,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:enterochromaffin-like cell:pericyte cell:mesenchymal stem cell:neuronal stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell:macrophage:muscle cell:mononuclear phagocyte:|||:mucosal type mast cell:mast cell progenitor:multi-ciliated epithelial cell:myeloid dendritic cell"
MUC5B+,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:myeloid dendritic cell:granulocyte monocyte progenitor cell:neuronal stem cell:pericyte cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myotube:muscle cell:mast cell progenitor:multi-ciliated epithelial cell:|||:mesenchymal stem cell:mucosal type mast cell:type II muscle cell:white muscle cell"
Macrophages,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:thymic macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:central nervous system macrophage:elicited macrophage:Kupffer cell:tissue-resident macrophage"
Mast Cells,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:T cell:mast cell:mucosal type mast cell:fat cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:connective tissue type mast cell:non-terminally differentiated cell:basket cell:M cell of gut"
Mesothelial Cells,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:mesothelial cell:glial cell:endothelial cell:epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:meso-epithelial cell:meningothelial cell:urothelial cell:myoepithelial cell"
Monocytes,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:monocyte:CD14-positive monocyte:ionocyte:oenocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primordial germ cell:oncocyte:promonocyte:oocyte"
Myofibroblasts,"fibroblast of lung:mesodermal cell:epithelial cell of lower respiratory tract:|||:fibroblast:ooblast:myofibroblast cell:iridoblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:marrow fibroblast:embryonic fibroblast:myoblast:monoblast:|||:kidney interstitial myofibroblast:pulmonary interstitial fibroblast:pericardium fibroblast:cardiac atrium fibroblast"
NK Cells,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:natural killer cell:decidual natural killer cell, human:Kolmer-Agduhr neuron:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type N enteroendocrine cell:mucous neck cell:pro-NK cell:pro-T cell"
PLIN2+ Fibroblasts,"fibroblast of lung:mesodermal cell:epithelial cell of lower respiratory tract:|||:fibroblast:skin fibroblast:ooblast:iridoblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:splenic fibroblast:ovarian fibroblast:pulmonary interstitial fibroblast:fibroblast of cardiac tissue:|||:glioblast:myoblast:perijunctional fibroblast:fibroblast of arm"
Plasma Cells,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:plasma cell:IgM plasma cell:IgA plasma cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:IgE plasma cell:IgG plasma cell:blastemal cell:basal cell"
Proliferating Epithelial Cells,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:epithelial cell:type I pneumocyte:epithelial cell of lung:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of pancreas:parietal epithelial cell:epithelial cell of prostate:mammary gland epithelial cell:|||:adepithelial cell:Kolmer-Agduhr neuron:duct epithelial cell:lens epithelial cell"
Proliferating Macrophages,"fibroblast of lung:mesodermal cell:epithelial cell of lower respiratory tract:|||:macrophage:type I pneumocyte:microglial cell:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pleural macrophage:Kupffer cell:splenic macrophage:peritoneal macrophage:|||:inflammatory macrophage:alternatively activated macrophage:thymic macrophage:mature neutrophil"
Proliferating T Cells,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:T cell:type I pneumocyte:gamma-delta T cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:ghrelin secreting cell:motilin secreting cell:|||:Feyrter cell:type N enteroendocrine cell:B cell:parafollicular cell"
SCGB3A2+,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:bronchioalveolar stem cell:pancreatic stellate cell:granulocyte monocyte progenitor cell:basophil progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:skeletogenic cell:glioblast (sensu Vertebrata):hematopoietic stem cell:plasmacytoid dendritic cell:|||:neuronal stem cell:embryonic stem cell:type II pneumocyte:mesenchymal stem cell"
SCGB3A2+ SCGB1A1+,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:pancreatic stellate cell:pericyte cell:adult endothelial progenitor cell:hematopoietic stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:bronchioalveolar stem cell:IgA plasmablast:stem cell of gastric gland:skeletogenic cell:|||:embryonic stem cell:neuronal stem cell:basophil progenitor cell:type I pneumocyte"
Smooth Muscle Cells,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:muscle cell:smooth muscle cell:bronchial smooth muscle cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:aortic smooth muscle cell:ureter smooth muscle cell:slow muscle cell:enteric smooth muscle cell"
T Cells,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:T cell:mast cell:fat cell:nodal myocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Tr1 cell:Tc1 cell:hepatic stellate cell:Tc2 cell"
Transitional AT2,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:type II pneumocyte:transitional myocyte:transitional stage B cell:T2 B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:T3 B cell:T1 B cell:transitional epithelial cell:urothelial cell:|||:transitional myocyte of septal division of left branch of atrioventricular bundle:transitional myocyte of interventricular septum:transitional myocyte of atrial branch of anterior internodal tract:transitional myocyte of anterior internodal tract"
cDCs,"mesodermal cell:fibroblast of lung:epithelial cell of lower respiratory tract:|||:conventional dendritic cell:multi-ciliated epithelial cell:myeloid dendritic cell:granulocyte monocyte progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardioblast:common dendritic progenitor:interstitial cell of Cajal:plasmacytoid dendritic cell:|||:CD1c-positive myeloid dendritic cell:SIRPa-positive adipose dendritic cell:ecdysteroid secreting cell:spinal accessory motor neuron"
pDCs,"mesodermal cell:epithelial cell of lower respiratory tract:fibroblast of lung:|||:plasmacytoid dendritic cell:cardioblast:enterochromaffin-like cell:pericyte cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:common dendritic progenitor:adult endothelial progenitor cell:professional antigen presenting cell:myeloid dendritic cell:|||:CD8_alpha-negative plasmactyoid dendritic cell:CD8_alpha-positive plasmactyoid dendritic cell:SIRPa-negative adipose dendritic cell:SIRPa-positive adipose dendritic cell"
