source,target
Myofibroblast_P3,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:brush cell of lobular bronchiole:|||:fibroblast:ooblast:iridoblast:glioblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myofibroblast cell:marrow fibroblast:embryonic fibroblast:pulmonary interstitial fibroblast:|||:kidney interstitial myofibroblast:pericardium fibroblast:cardiac atrium fibroblast:myoblast"
Natural Killer T_P2,"mesothelial cell of visceral pleura:epithelial cell of lung:mesodermal cell:pneumocyte:|||:natural killer cell:mature NK T cell:CD16-negative, CD56-bright natural killer cell, human:Ly49D-negative natural killer cell, mouse:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pre-natural killer cell:pro-NK cell:mature natural killer cell:immature natural killer cell:|||:Ly49CI-positive natural killer cell, mouse:decidual natural killer cell, human:CD56-positive, CD161-positive immature natural killer cell, human:NKGA2-positive natural killer cell, mouse"
Natural Killer T_P3,"mesothelial cell of visceral pleura:epithelial cell of lung:mesodermal cell:pneumocyte:|||:natural killer cell:CD16-negative, CD56-bright natural killer cell, human:mature NK T cell:CD56-positive, CD161-positive immature natural killer cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pre-natural killer cell:pro-NK cell:mature natural killer cell:immature natural killer cell:|||:CD94-positive Ly49CI-positive natural killer cell, mouse:CD27-high, CD11b-low natural killer cell, mouse:CD27-low, CD11b-high natural killer cell, mouse:CD27-high, CD11b-high natural killer cell, mouse"
Natural Killer_P1,"epithelial cell of lung:mesodermal cell:mesothelial cell of visceral pleura:pneumocyte:|||:natural killer cell:CD16-negative, CD56-bright natural killer cell, human:CD27-low, CD11b-high natural killer cell, mouse:mature NK T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pro-NK cell:pre-natural killer cell:mature natural killer cell:immature natural killer cell:|||:Ly49CI-negative natural killer cell, mouse:Ly49CI-positive natural killer cell, mouse:CD56-positive, CD161-positive immature natural killer cell, human:decidual natural killer cell, human"
Natural Killer_P2,"epithelial cell of lung:mesodermal cell:mesothelial cell of visceral pleura:pneumocyte:|||:natural killer cell:CD16-negative, CD56-bright natural killer cell, human:CD27-low, CD11b-low immature natural killer cell, mouse:CD27-low, CD11b-high natural killer cell, mouse:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pro-NK cell:pre-natural killer cell:mature natural killer cell:immature natural killer cell:|||:Ly49CI-negative natural killer cell, mouse:Ly49CI-positive natural killer cell, mouse:CD56-positive, CD161-positive immature natural killer cell, human:decidual natural killer cell, human"
Natural Killer_P3,"mesodermal cell:epithelial cell of lung:mesothelial cell of visceral pleura:pneumocyte:|||:natural killer cell:CD16-negative, CD56-bright natural killer cell, human:CD27-low, CD11b-low immature natural killer cell, mouse:CD27-low, CD11b-high natural killer cell, mouse:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pro-NK cell:pre-natural killer cell:mature natural killer cell:immature natural killer cell:|||:Ly49D-positive natural killer cell, mouse:CD94-positive Ly49CI-positive natural killer cell, mouse:CD94-negative natural killer cell, mouse:Ly49CI-negative natural killer cell, mouse"
Neuroendocrine_P1,"pneumocyte:mesodermal cell:brush cell of lobular bronchiole:mesothelial cell of visceral pleura:|||:neuron:Rohon-Beard neuron:Kolmer-Agduhr neuron:neuroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:enteroendocrine cell:P enteroendocrine cell:type EC2 enteroendocrine cell:type M enteroendocrine cell:|||:type I enteroendocrine cell:type EC1 enteroendocrine cell:GIP cell:type X enteroendocrine cell"
Neuroendocrine_P3,"pneumocyte:mesodermal cell:brush cell of lobular bronchiole:mesothelial cell of visceral pleura:|||:neuron:Rohon-Beard neuron:Kolmer-Agduhr neuron:neuroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:enteroendocrine cell:P enteroendocrine cell:type EC2 enteroendocrine cell:type M enteroendocrine cell:|||:type I enteroendocrine cell:type EC1 enteroendocrine cell:GIP cell:type X enteroendocrine cell"
Neutrophil_P1,"epithelial cell of lung:pneumocyte:brush cell of lobular bronchiole:mesodermal cell:|||:neutrophil:neuron:band form neutrophil:immature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature neutrophil:neutrophilic metamyelocyte:neutrophil progenitor cell:neutrophillic cytoplasm:|||:neutrophilic promyelocyte:neutrophilic myelocyte:neutrophilic myeloblast:oncocyte"
Neutrophil_P2,"epithelial cell of lung:pneumocyte:brush cell of lobular bronchiole:mesodermal cell:|||:neutrophil:neuron:band form neutrophil:immature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature neutrophil:neutrophilic metamyelocyte:neutrophillic cytoplasm:neutrophil progenitor cell:|||:neutrophilic promyelocyte:neutrophilic myeloblast:neutrophilic myelocyte:oncocyte"
Neutrophil_P3,"epithelial cell of lung:pneumocyte:brush cell of lobular bronchiole:serous cell of epithelium of lobular bronchiole:|||:neutrophil:neuron:band form neutrophil:immature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature neutrophil:neutrophilic metamyelocyte:neutrophillic cytoplasm:neutrophil progenitor cell:|||:neutrophilic myelocyte:neutrophilic promyelocyte:neutrophilic myeloblast:oncocyte"
Nonclassical Monocyte_P1,"pneumocyte:epithelial cell of lung:mesothelial cell of visceral pleura:mesodermal cell:|||:CD14-positive monocyte:classical monocyte:monocyte:non-classical monocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-low, CD16-positive monocyte:Gr1-low non-classical monocyte:MHC-II-low non-classical monocyte:MHC-II-high non-classical monocyte"
Nonclassical Monocyte_P2,"pneumocyte:epithelial cell of lung:mesothelial cell of visceral pleura:mesodermal cell:|||:CD14-positive monocyte:monocyte:classical monocyte:non-classical monocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-low, CD16-positive monocyte:Gr1-low non-classical monocyte:MHC-II-low non-classical monocyte:MHC-II-high non-classical monocyte"
Nonclassical Monocyte_P3,"pneumocyte:epithelial cell of lung:mesothelial cell of visceral pleura:mesodermal cell:|||:monocyte:classical monocyte:CD14-positive monocyte:non-classical monocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-low, CD16-positive monocyte:Gr1-low non-classical monocyte:MHC-II-low non-classical monocyte:MHC-II-high non-classical monocyte"
OLR1+ Classical Monocyte_P2,"pneumocyte:epithelial cell of lung:mesothelial cell of visceral pleura:brush cell of lobular bronchiole:|||:classical monocyte:CD14-positive monocyte:monocyte:ionocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Gr1-high classical monocyte:non-classical monocyte:Gr1-low non-classical monocyte:CD14-low, CD16-positive monocyte:|||:primordial germ cell:oncocyte:oenocyte:group 2 innate lymphoid cell"
Pericyte_P1,"pneumocyte:mesodermal cell:epithelial cell of lung:epithelial cell of lower respiratory tract:|||:pigmented ciliary epithelial cell:pericyte cell:cortical thymic epithelial cell:brain pericyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:preadipocyte:basophilic erythroblast:keratinocyte:spermatocyte:|||:renal interstitial pericyte:placental pericyte:central nervous system pericyte:eosinophil progenitor cell"
Pericyte_P2,"pneumocyte:mesodermal cell:epithelial cell of lung:epithelial cell of lower respiratory tract:|||:pigmented ciliary epithelial cell:pericyte cell:cortical thymic epithelial cell:brain pericyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:spermatocyte:keratinocyte:basophilic erythroblast:preadipocyte:|||:renal interstitial pericyte:placental pericyte:central nervous system pericyte:eosinophil progenitor cell"
Pericyte_P3,"pneumocyte:mesodermal cell:epithelial cell of lung:epithelial cell of lower respiratory tract:|||:pigmented ciliary epithelial cell:pericyte cell:cortical thymic epithelial cell:brain pericyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:keratinocyte:spermatocyte:preadipocyte:basophilic erythroblast:|||:renal interstitial pericyte:placental pericyte:central nervous system pericyte:eosinophil progenitor cell"
Plasma_P1,"mesodermal cell:mesothelial cell of visceral pleura:pneumocyte:epithelial cell of lung:|||:pancreatic stellate cell:granulocyte monocyte progenitor cell:basophil progenitor cell:oligodendrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasma cell:plasmablast:plasmatocyte:IgM plasmablast:|||:long lived plasma cell:IgE plasmablast:IgE short lived plasma cell:IgG plasma cell"
Plasma_P3,"mesodermal cell:mesothelial cell of visceral pleura:pneumocyte:epithelial cell of lung:|||:pancreatic stellate cell:granulocyte monocyte progenitor cell:basophil progenitor cell:H plus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasma cell:plasmablast:plasmatocyte:IgM plasma cell:|||:long lived plasma cell:IgM plasmablast:short lived plasma cell:IgA short lived plasma cell"
Plasmacytoid Dendritic_P1,"pneumocyte:epithelial cell of lower respiratory tract:mesodermal cell:basal cell of epithelium of lobular bronchiole:|||:plasma cell:plasmacytoid dendritic cell, human:plasmacytoid dendritic cell:immature CD11c-low plasmacytoid dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic plasmacytoid dendritic cell:CD11c-low plasmacytoid dendritic cell:CD11c-negative plasmacytoid dendritic cell:myeloid dendritic cell, human:|||:mature CD11c-low plasmacytoid dendritic cell:immature CD11c-negative plasmacytoid dendritic cell:mature CD11c-negative plasmacytoid dendritic cell:CD8_alpha-positive plasmactyoid dendritic cell"
Plasmacytoid Dendritic_P2,"pneumocyte:epithelial cell of lower respiratory tract:mesodermal cell:basal cell of epithelium of lobular bronchiole:|||:plasma cell:plasmacytoid dendritic cell, human:plasmacytoid dendritic cell:CD11c-low plasmacytoid dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic plasmacytoid dendritic cell:CD11c-negative plasmacytoid dendritic cell:myeloid dendritic cell:myeloid dendritic cell, human:|||:mature CD11c-negative plasmacytoid dendritic cell:immature CD11c-negative plasmacytoid dendritic cell:mature CD11c-low plasmacytoid dendritic cell:immature CD11c-low plasmacytoid dendritic cell"
Plasmacytoid Dendritic_P3,"pneumocyte:epithelial cell of lower respiratory tract:mesodermal cell:basal cell of epithelium of lobular bronchiole:|||:plasma cell:plasmacytoid dendritic cell, human:plasmacytoid dendritic cell:mature CD11c-low plasmacytoid dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thymic plasmacytoid dendritic cell:CD11c-low plasmacytoid dendritic cell:CD11c-negative plasmacytoid dendritic cell:myeloid dendritic cell:|||:mature CD11c-negative plasmacytoid dendritic cell:immature CD11c-low plasmacytoid dendritic cell:immature CD11c-negative plasmacytoid dendritic cell:CD8_alpha-negative plasmactyoid dendritic cell"
Platelet/Megakaryocyte_P1,"pneumocyte:epithelial cell of lower respiratory tract:basal cell of epithelium of lobular bronchiole:epithelial cell of lung:|||:megakaryocyte:platelet:muscle cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:plasmatocyte:nucleate erythrocyte:epithelial melanocyte:|||:fetal derived definitive erythrocyte:astrocyte:mast cell:cortical thymic epithelial cell"
Platelet/Megakaryocyte_P3,"pneumocyte:epithelial cell of lower respiratory tract:basal cell of epithelium of lobular bronchiole:epithelial cell of lung:|||:megakaryocyte:platelet:muscle cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:plasmatocyte:nucleate erythrocyte:epithelial melanocyte:|||:fetal derived definitive erythrocyte:astrocyte:mast cell:cortical thymic epithelial cell"
Proliferating Basal_P1,"serous cell of epithelium of lobular bronchiole:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:type I pneumocyte:Fraction B precursor B cell:neutrophil:bronchioalveolar stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:ghrelin secreting cell:respiratory basal cell:|||:type II pneumocyte:mature neutrophil:Fraction A pre-pro B cell:Fraction C precursor B cell"
Proliferating Basal_P3,"serous cell of epithelium of lobular bronchiole:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:type I pneumocyte:Fraction B precursor B cell:mature neutrophil:neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:Fraction A pre-pro B cell:ghrelin secreting cell:|||:type II pneumocyte:bronchioalveolar stem cell:Fraction C precursor B cell:alpha-beta intraepithelial T cell"
Proliferating Macrophage_P1,"serous cell of epithelium of lobular bronchiole:epithelial cell of lung:mesodermal cell:epithelial cell of lower respiratory tract:|||:type I pneumocyte:macrophage:microglial cell:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pleural macrophage:Kupffer cell:peritoneal macrophage:splenic macrophage:|||:inflammatory macrophage:alternatively activated macrophage:thymic macrophage:neutrophil"
Proliferating Macrophage_P2,"serous cell of epithelium of lobular bronchiole:epithelial cell of lung:mesodermal cell:mesothelial cell of visceral pleura:|||:macrophage:type I pneumocyte:microglial cell:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pleural macrophage:Kupffer cell:splenic macrophage:peritoneal macrophage:|||:inflammatory macrophage:alternatively activated macrophage:thymic macrophage:tissue-resident macrophage"
Proliferating Macrophage_P3,"serous cell of epithelium of lobular bronchiole:epithelial cell of lung:mesodermal cell:mesothelial cell of visceral pleura:|||:macrophage:type I pneumocyte:microglial cell:central nervous system macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pleural macrophage:Kupffer cell:splenic macrophage:peritoneal macrophage:|||:alternatively activated macrophage:inflammatory macrophage:thymic macrophage:meningeal macrophage"
Proliferating NK/T_P2,"mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:mesodermal cell:epithelial cell of lung:|||:type I pneumocyte:type II pneumocyte:neutrophil:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:non-classical monocyte:pyramidal neuron:|||:Fraction B precursor B cell:Fraction A pre-pro B cell:Fraction C precursor B cell:alpha-beta intraepithelial T cell"
Proliferating NK/T_P3,"mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:mesodermal cell:pneumocyte:|||:type I pneumocyte:mature neutrophil:type II pneumocyte:neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:non-classical monocyte:ghrelin secreting cell:|||:Fraction B precursor B cell:Fraction C precursor B cell:Fraction A pre-pro B cell:oligodendrocyte"
Proximal Basal_P3,"mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lung:pneumocyte:|||:bronchioalveolar stem cell:common lymphoid progenitor:basophil progenitor cell:early lymphoid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:strial basal cell:basal cell of olfactory epithelium:basal proper cell of olfactory epithelium:peridermal cell:|||:brush border cell of the proximal tubule:epithelial cell of proximal tubule:kidney proximal straight tubule epithelial cell:kidney proximal convoluted tubule epithelial cell"
Proximal Ciliated_P3,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lung:|||:type II pneumocyte:granulocyte monocyte progenitor cell:common lymphoid progenitor:type I pneumocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primary cultured cell:club cell:multi-ciliated epithelial cell:primary oocyte:|||:kidney proximal convoluted tubule epithelial cell:stromal cell:common dendritic progenitor:ciliated cell"
Serous_P3,"mesodermal cell:serous cell of epithelium of lobular bronchiole:mesothelial cell of visceral pleura:pneumocyte:|||:eosinophil progenitor cell:immature single positive thymocyte:oligodendrocyte:sperm:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:serous secreting cell:spheroplast:skeletogenic cell:sexual spore:|||:serous cell of epithelium of trachea:seromucus secreting cell:serous cell of epithelium of bronchus:serous cell of epithelium of terminal bronchiole"
Signaling Alveolar Epithelial Type 2_P1,"pneumocyte:epithelial cell of lung:basal cell of epithelium of lobular bronchiole:epithelial cell of lower respiratory tract:|||:epithelial cell:type II pneumocyte:type I pneumocyte:adepithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:single ciliated epithelial cell:gingival epithelial cell:simple columnar epithelial cell:keratinizing barrier epithelial cell:|||:sensory epithelial cell:lens epithelial cell:glandular epithelial cell:epithelial cell of cervix"
Signaling Alveolar Epithelial Type 2_P3,"pneumocyte:epithelial cell of lung:basal cell of epithelium of lobular bronchiole:epithelial cell of lower respiratory tract:|||:epithelial cell:type I pneumocyte:type II pneumocyte:adepithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:gingival epithelial cell:single ciliated epithelial cell:simple columnar epithelial cell:glandular epithelial cell:|||:sensory epithelial cell:lens epithelial cell:epithelial cell of cervix:olfactory epithelial cell"
TREM2+ Dendritic_P1,"pneumocyte:mesodermal cell:epithelial cell of lung:mesothelial cell of visceral pleura:|||:CD4-positive, CD25-positive, alpha-beta regulatory T cell:regulatory T cell:dendritic cell:dendritic cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature conventional dendritic cell:dermal dendritic cell:mature dermal dendritic cell:immature dermal dendritic cell:|||:mature dendritic epithelial T cell precursor:immature dendritic epithelial T cell precursor:common lymphoid progenitor:common dendritic progenitor"
TREM2+ Dendritic_P3,"pneumocyte:mesodermal cell:epithelial cell of lung:mesothelial cell of visceral pleura:|||:regulatory T cell:CD4-positive, CD25-positive, alpha-beta regulatory T cell:dendritic cell, human:dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature conventional dendritic cell:dermal dendritic cell:mature dermal dendritic cell:immature dermal dendritic cell:|||:immature dendritic epithelial T cell precursor:mature dendritic epithelial T cell precursor:cardioblast:type II pneumocyte"
Vascular Smooth Muscle_P1,"pneumocyte:brush cell of lobular bronchiole:basal cell of epithelium of lobular bronchiole:mesothelial cell of visceral pleura:|||:vascular associated smooth muscle cell:smooth muscle cell:mesenchymal stem cell:bronchioalveolar stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle myoblast:arcuate artery smooth muscle cell:arcuate vein smooth muscle cell:aortic smooth muscle cell:|||:pancreatic stellate cell:sphincter associated smooth muscle cell:H minus:H plus"
Vascular Smooth Muscle_P2,"pneumocyte:brush cell of lobular bronchiole:basal cell of epithelium of lobular bronchiole:mesothelial cell of visceral pleura:|||:vascular associated smooth muscle cell:smooth muscle cell:mesenchymal stem cell:pancreatic stellate cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle myoblast:arcuate artery smooth muscle cell:ureter smooth muscle cell:aortic smooth muscle cell:|||:bronchioalveolar stem cell:sphincter associated smooth muscle cell:H minus:arcuate vein smooth muscle cell"
Vascular Smooth Muscle_P3,"pneumocyte:brush cell of lobular bronchiole:basal cell of epithelium of lobular bronchiole:mesothelial cell of visceral pleura:|||:vascular associated smooth muscle cell:smooth muscle cell:mesenchymal stem cell:pancreatic stellate cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:smooth muscle myoblast:arcuate artery smooth muscle cell:ureter smooth muscle cell:arcuate vein smooth muscle cell:|||:bronchioalveolar stem cell:sphincter associated smooth muscle cell:H minus:early lymphoid progenitor"
Vein_P1,"pneumocyte:epithelial cell of lung:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:pro-NK cell:langerin-positive lymph node dendritic cell:interlobular vein cell:CD103-negative, langerin-positive lymph node dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:eosinophil:acidophilic cytoplasm:early lymphoid progenitor:non-pigmented ciliary epithelial cell:|||:F4/80-positive adipose macrophage:SIRPa-negative adipose dendritic cell:pancreatic D cell:CD103-positive, langerin-positive lymph node dendritic cell"
Vein_P2,"pneumocyte:epithelial cell of lung:mesothelial cell of visceral pleura:mesodermal cell:|||:pro-NK cell:langerin-positive lymph node dendritic cell:interlobular vein cell:langerin-positive dermal dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:eosinophil:acidophilic cytoplasm:megakaryocyte-erythroid progenitor cell:eosinophil progenitor cell:|||:non-pigmented ciliary epithelial cell:vein endothelial cell:SIRPa-negative adipose dendritic cell:CD103-negative, langerin-positive lymph node dendritic cell"
Vein_P3,"pneumocyte:epithelial cell of lung:mesothelial cell of visceral pleura:mesodermal cell:|||:pro-NK cell:langerin-positive lymph node dendritic cell:CD103-positive, langerin-positive lymph node dendritic cell:interlobular vein cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:eosinophil:acidophilic cytoplasm:plasmacytoid dendritic cell:early lymphoid progenitor:|||:non-pigmented ciliary epithelial cell:vein endothelial cell:langerin-positive dermal dendritic cell:endothelial cell of hepatic sinusoid"
